DATE,BY PRODUCT,PROVINCE,DISTRICT ID,DISTRICT,STATION ID,STATION,MINIMUM,MAXIMUM
4/30/2024,Wheat,Punjab,95,Sahiwal,91,Chichawatni,,
4/30/2024,Wheat,Punjab,112,Toba Tek Singh,266,Kamalia,,
4/30/2024,Wheat,Sindh,41,Karachi,277,Karachi,,
4/30/2024,Wheat,Punjab,,Rahim Yar Khan,526,Sadiqabad,,
4/30/2024,Wheat,Punjab,,Khanewal,401,Mian Channu,,
4/30/2024,Wheat,Punjab,99,Sheikhupura,422,Muridke,,
4/30/2024,Wheat,Punjab,87,Pakpattan,,Arifwala,,
4/30/2024,Wheat,Punjab,43,Kasur,287,Kasur,,
4/30/2024,Wheat,Punjab,43,Kasur,473,Pattoki,,
4/30/2024,Wheat,Sindh,4,Badin,26,Badin,,
4/30/2024,Wheat,Punjab,23,Faisalabad,154,Faisalabad,,
4/30/2024,Wheat,Punjab,95,,530,Sahiwal,,
4/30/2024,Wheat,Punjab,115,Vehari,74,Burewala,,
4/30/2024,Wheat,Punjab,112,,188,Gojra,,
4/30/2024,Wheat,Punjab,95,Sahiwal,91,Chichawatni,,
4/30/2024,Wheat,Sindh,32,Hyderabad,217,Hyderabad,,
4/30/2024,Wheat,Sindh,4,Badin,26,Badin,,
5/13/2019,Wheat,Punjab,,,,Ahmadpur East,1200,1215
5/13/2019,,Punjab,,,,Taunsa sharif,1200,1280
5/13/2019,Wheat,Punjab,,,,Fatehpur,1215.686275,1274.509804
5/13/2019,Wheat,Punjab,,,,Haroonabad,1220,1250
5/13/2019,Wheat,Sindh,,,,Shahdadpur,1220,1235
5/13/2019,,Punjab,,,,Chishtian,1225,1250
5/13/2019,Wheat,Punjab,,,,Hasilpur,1225,1250
5/13/2019,Wheat,Punjab,,,,Yazman,1230,
5/13/2019,Wheat,Sindh,,,,Badin,1230,
5/13/2019,,Sindh,,,,Digri,1230,1250
5/13/2019,,Sindh,,,,Jhuddo,1230,1250
5/13/2019,Wheat,Sindh,,,,Kandhkot,1230,1240
5/13/2019,Wheat,Sindh,,,,,1230,1250
5/13/2019,,,,,,Sanghar,1230,1250
5/13/2019,Wheat,Sindh,,,,Tando Jan Mohammad,1230,1250
5/13/2019,Wheat,Sindh,,,,Thatta,1230,1250
5/13/2019,Wheat,Punjab,,,,Burewala,1240,1260
5/13/2019,Wheat,Punjab,,,,Dunga Bunga,1240,
5/13/2019,Wheat,Punjab,,,,Faqirwali,1240,1275
5/13/2019,Wheat,Sindh,,,,Daharki,1240,1250
5/13/2019,Wheat,Sindh,,,,,1240,1250
5/13/2019,Wheat,Sindh,,,,Hala,1240,1250
5/13/2019,Wheat,Sindh,,,,Kunri,1240,1250
5/13/2019,Wheat,Sindh,,,,Mehrab Pur,1240,1245
5/13/2019,Wheat,Sindh,,,,Naushahro Feroze,1240,1250
5/13/2019,Wheat,Sindh,,,,,1240,1250
5/13/2019,Wheat,Sindh,,,,,1240,1250
5/13/2019,Wheat,Sindh,,,,Sukkur,1240,1245
5/13/2019,Wheat,Sindh,,,,Tando Adam Khan,1240,1245
5/13/2019,Wheat,Sindh,,,,Tando Bhago,,1245
5/13/2019,Wheat,Sindh,,,,Umarkot,1240,1245
5/13/2019,Wheat,Punjab,,,,Fortabbas,1245,1265
5/13/2019,,Punjab,,,,Bahawalnagar,1250,
5/13/2019,Wheat,Punjab,,,,Bahawalpur,1250,1300
5/13/2019,Wheat,Punjab,,,,Marot,1250,1270
5/13/2019,Wheat,Punjab,,,,Mian Channu,,
5/13/2019,Wheat,Punjab,,,,Pattoki,,1290
5/13/2019,Wheat,Punjab,,,,Sadiqabad,1250,1300
5/13/2019,,Punjab,,,,Sahiwal,,1300
5/13/2019,Wheat,Punjab,,,,Pepla Mandi,1254.901961,
5/13/2019,Wheat,Punjab,,,,Chichawatni,1260,1282
5/13/2019,,Punjab,,,,Khanpur,1260,1280
5/13/2019,Wheat,Punjab,,,,,1260,1265
5/13/2019,Wheat,Punjab,,,,,1270,1285
5/13/2019,Wheat,Punjab,,,,Toba Tek Singh,1270,1290
5/13/2019,Wheat,,,,,Hyderabad,1270,
5/13/2019,Wheat,Sindh,,,,,1280,1280
5/13/2019,Wheat,Sindh,,,,Karachi,1300,1320
5/13/2019,Wheat,Punjab,,,,Chichawatni,1260,1282
5/13/2019,,Sindh,,,,Digri,1230,1250
5/13/2019,Wheat,Sindh,,,,Sukkur,1240,1245
5/13/2019,Wheat,Punjab,,,,Haroonabad,1220,1250
5/13/2020,,Punjab,5,Bahawalnagar,157,Faqirwali,,1364
5/13/2020,Wheat,Punjab,5,Bahawalnagar,,Chishtian,,
5/13/2020,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,,1365
5/13/2020,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,1365,1370
5/13/2020,Wheat,Punjab,5,Bahawalnagar,,Bahawalnagar,1380,1390
5/13/2020,Wheat,Punjab,61,Layyah,356,Layyah,1350,1390
5/13/2020,Wheat,Punjab,92,Rahim Yar Khan,,Fazil Pur,1385,1395
5/13/2020,Wheat,Punjab,93,Rajan Pur,511,Rajanpur,1385,1395
5/13/2020,Wheat,,21,Dera Ghazi Khan,618,Taunsa sharif,,
5/13/2020,,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,1390,1395
5/13/2020,Wheat,Punjab,115,Vehari,74,,1390,
5/13/2020,Wheat,,95,Sahiwal,,Sahiwal,1400,
5/13/2020,Wheat,Sindh,24,Ghotki,184,Ghotki,1425,1440
5/13/2020,Wheat,Sindh,45,Khairpur,292,Khairpur,1425,
5/13/2020,Wheat,Sindh,79,Naushro Feroze,,Mehrabpur,1425,1440
5/13/2020,Wheat,Sindh,80,Nawabshah,440,Nawab Shah,1425,1440
5/13/2020,Wheat,Sindh,,Sukkur,591,Sukkur,1425,1440
5/13/2020,Wheat,Punjab,62,Lodhran,361,Lodhran,1400,1440
5/13/2020,Wheat,Sindh,4,Badin,,Badin,1440,1450
5/13/2020,Wheat,,32,Hyderabad,104,Chuhar Jamali,1440,1450
5/13/2020,Wheat,Sindh,4,Badin,189,Golarchi Taluka,1440,1450
5/13/2020,Wheat,Sindh,113,Umarkot,344,Kunri,1425,
5/13/2020,Wheat,,,Tharparkar,437,Naukot,1440,1450
5/13/2020,Wheat,Sindh,96,,540,Sanghar,1425,1450
5/13/2020,,Sindh,96,,561,Shahdadpur,1425,1450
5/13/2020,Wheat,Sindh,96,Sanghar,,Tando Adam Khan,,1450
5/13/2020,Wheat,Sindh,4,Badin,,Tando Bagho,1440,1450
5/13/2020,Wheat,Sindh,113,Umarkot,639,Umarkot,1425,1450
5/13/2020,Wheat,Punjab,95,Sahiwal,91,Chichawatni,1425,1450
5/13/2020,Wheat,Punjab,46,Khanewal,401,Mian Channu,1390,1450
5/13/2020,Wheat,,6,Bahawalpur,31,Bahawalpur,1400,1460
5/13/2020,,Punjab,92,Rahim Yar Khan,526,Sadiqabad,1450,1460
5/13/2020,Wheat,,92,Rahim Yar Khan,299,Khanpur,1450,1470
5/13/2020,Wheat,Sindh,41,Karachi,277,,1600,1600
5/13/2020,Wheat,,6,Bahawalpur,31,Bahawalpur,1400,1460
5/13/2020,Wheat,Sindh,79,Naushro Feroze,,Mehrabpur,1425,1440
5/13/2020,,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,1390,1395
5/13/2020,Wheat,,,Tharparkar,437,Naukot,1440,1450
5/13/2020,Wheat,Punjab,46,Khanewal,401,Mian Channu,1390,1450
5/13/2020,Wheat,Punjab,92,Rahim Yar Khan,,Fazil Pur,1385,1395
5/13/2020,Wheat,Sindh,96,Sanghar,,Tando Adam Khan,,1450
5/13/2022,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2140,2150
5/13/2022,Wheat,,6,Bahawalpur,207,,2160,2165
5/13/2022,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2165,
5/13/2022,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2165,2170
5/13/2022,Wheat,Punjab,,Bahawalnagar,165,Fortabbas,2190,22000
5/13/2022,Wheat,Punjab,5,,150,Dunga Bunga,2190,2200
5/13/2022,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2190,2200
5/13/2022,Wheat,,115,Vehari,74,Burewala,2210,2225
5/13/2022,Wheat,Punjab,46,Khanewal,401,Mian Channu,2200,2230
5/13/2022,Wheat,Punjab,87,Pakpattan,462,Pakpattan,2220,2235
5/13/2022,Wheat,,87,Pakpattan,19,Arifwala,2225,2240
5/13/2022,Wheat,Punjab,93,,511,Rajanpur,2240,2245
5/13/2022,Wheat,Punjab,,Rahim Yar Khan,162,Fazil Pur,2240,2245
5/13/2022,,Punjab,61,Layyah,356,Layyah,2240,2245
5/13/2022,,Punjab,76,Muzaffargarh,13,Alipur,2240,2245
5/13/2022,Wheat,Punjab,76,Muzaffargarh,238,Jatoi,2240,2245
5/13/2022,Wheat,Punjab,76,Muzaffargarh,562,,2240,2245
5/13/2022,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2200,2250
5/13/2022,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,,2250
5/13/2022,Wheat,Punjab,6,Bahawalpur,8,Ahmadpur East,2200,2300
5/13/2022,Wheat,Punjab,6,Bahawalpur,31,,2200,
5/13/2022,Wheat,Sindh,45,Khairpur,292,Khairpur,,2335
5/13/2022,,Sindh,,Khairpur,513,Ranipur,2330,2335
5/13/2022,Wheat,Sindh,105,,591,Sukkur,2330,2335
5/13/2022,,Sindh,24,Ghotki,184,Ghotki,2330,2335
5/13/2022,Wheat,Sindh,24,Ghotki,108,Daharki,,2335
5/13/2022,Wheat,Sindh,105,Sukkur,,Pano Aqil,2330,2335
5/13/2022,Wheat,Sindh,,Mirpur Khas,410,Mirpur Khas,,2350
5/13/2022,Wheat,Sindh,4,,26,Badin,2340,2350
5/13/2022,,Sindh,72,Mirpur Khas,249,Jhudo,2340,2350
5/13/2022,Wheat,Sindh,96,Sanghar,561,Shahdadpur,2340,2350
5/13/2022,Wheat,Sindh,,Sanghar,52,Berani,2340,2350
5/13/2022,Wheat,Sindh,70,Matiari,198,Hala,2340,2350
5/13/2022,Wheat,,19,Dadu,107,Dadu,2340,2350
5/13/2022,Wheat,Sindh,96,Sanghar,540,Sanghar,2340,
5/13/2022,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2340,2350
5/13/2022,Wheat,Sindh,,,440,Nawab Shah,2340,2350
5/13/2022,Wheat,Sindh,80,Nawabshah,124,Daur,,2350
5/13/2022,Wheat,Sindh,80,,39,Bandhi,2340,2350
5/13/2022,Wheat,Sindh,105,Sukkur,418,Moro,,2350
5/13/2022,Wheat,Sindh,79,Naushro Feroze,,Naushahro Feroze,2340,2350
5/13/2022,Wheat,,,Umarkot,344,Kunri,,2360
5/13/2022,Wheat,Sindh,113,Umarkot,639,Umarkot,2350,2360
5/13/2022,Wheat,Sindh,72,Mirpur Khas,136,,2350,2360
5/13/2022,Wheat,Sindh,4,,607,,2350,2360
5/13/2022,Wheat,Sindh,72,,535,Samaro,2350,2360
5/13/2022,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,2340,2375
5/13/2022,,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2350,
5/13/2022,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2325,2400
5/13/2022,Wheat,,32,Hyderabad,217,Hyderabad,,2470
5/13/2022,Wheat,Sindh,41,Karachi,,Karachi,2480,2500
5/13/2022,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2165,
5/13/2022,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2340,2350
5/13/2022,Wheat,Punjab,87,Pakpattan,462,Pakpattan,2220,2235
5/13/2022,Wheat,Punjab,,Bahawalnagar,165,Fortabbas,2190,22000
5/13/2022,Wheat,Punjab,93,,511,Rajanpur,2240,2245
5/13/2022,Wheat,,32,Hyderabad,217,Hyderabad,,2470
5/13/2022,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2325,2400
5/13/2022,Wheat,,,Umarkot,344,Kunri,,2360
5/13/2023,Wheat,Punjab,6,,207,Hasilpur,,
5/13/2023,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,,
5/13/2023,Wheat,Punjab,87,,19,Arifwala,,
5/13/2023,Wheat,Punjab,43,Kasur,161,,,
5/13/2023,Wheat,Punjab,95,Sahiwal,91,Chichawatni,,
5/13/2023,Wheat,,5,Bahawalnagar,205,Haroonabad,,
5/13/2023,Wheat,,92,Rahim Yar Khan,102,Chowk Munda,,
5/13/2023,,Punjab,62,Lodhran,256,,,
5/13/2023,Wheat,Punjab,5,Bahawalnagar,165,Fortabbas,,
5/13/2023,Wheat,Punjab,,Lodhran,361,Lodhran,,
5/13/2023,Wheat,Punjab,5,Bahawalnagar,,Minchinabad,,
5/13/2023,Wheat,Punjab,92,Rahim Yar Khan,357,Liaqatpur,,
5/13/2023,,Punjab,21,Dera Ghazi Khan,129,Dera Ghazi Khan,,
5/13/2023,,Sindh,101,Shikarpur,574,Shikarpur,,
5/13/2023,Wheat,Punjab,5,,93,Chishtian,,
5/13/2023,Wheat,Punjab,46,Khanewal,401,Mian Channu,,
5/13/2023,Wheat,Punjab,46,,,Khanewal,,
5/13/2023,,Punjab,115,Vehari,372,,,
5/13/2023,Wheat,Sindh,80,Nawabshah,502,Qazi Ahmed,,
5/13/2023,,Punjab,97,Sargodha,563,Shahpur,,
5/13/2023,Wheat,Sindh,80,Nawabshah,440,Nawab Shah,,
5/13/2023,Wheat,Sindh,96,Sanghar,540,Sanghar,,
5/13/2023,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,,
5/13/2023,Wheat,Sindh,32,Hyderabad,606,Tando Allahyar,,
5/13/2023,Wheat,Sindh,72,,410,Mirpur Khas,,
5/13/2023,Wheat,Sindh,72,Mirpur Khas,249,Jhudo,,
5/13/2023,Wheat,Sindh,113,Umarkot,639,Umarkot,,
5/13/2023,Wheat,Sindh,72,Mirpur Khas,136,,,
5/13/2023,Wheat,Punjab,95,Sahiwal,530,Sahiwal,,
5/13/2023,Wheat,Punjab,85,Okara,455,Okara,,
5/13/2023,Wheat,Sindh,108,Tando Muhammad Khan,,Tando Muhammad Khan,,
5/13/2023,Wheat,Sindh,32,Hyderabad,610,Tando Jam,,
5/13/2023,Wheat,Sindh,36,Jamshoro,338,Kotri,,
5/13/2023,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,,
5/13/2023,Wheat,Sindh,105,Sukkur,591,Sukkur,,
5/13/2023,Wheat,Sindh,41,Karachi,277,Karachi,,
5/13/2023,Wheat,Sindh,108,Tando Muhammad Khan,,Tando Muhammad Khan,,
5/13/2023,Wheat,Sindh,113,Umarkot,639,Umarkot,,
5/13/2023,Wheat,Sindh,80,Nawabshah,502,Qazi Ahmed,,
5/13/2024,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,,
5/13/2024,Wheat,,25,Gujranwala,191,Gujranwala,,
5/13/2024,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,,
5/13/2024,Wheat,,101,Shikarpur,574,Shikarpur,,
5/13/2024,Wheat,Punjab,46,,401,,,
5/13/2024,Wheat,Punjab,112,Toba Tek Singh,266,Kamalia,,
5/13/2024,Wheat,Sindh,4,Badin,26,Badin,,
5/13/2024,Wheat,Punjab,87,Pakpattan,19,Arifwala,,
5/13/2024,Wheat,Punjab,,Rawalpindi,190,Gujar Khan,,
5/13/2024,,Punjab,92,Rahim Yar Khan,526,Sadiqabad,,
5/13/2024,Wheat,Punjab,102,Sialkot,577,Sialkot,,
5/13/2024,Wheat,Sindh,105,Sukkur,591,Sukkur,,
5/13/2024,,,62,Lodhran,361,Lodhran,,
5/13/2024,Wheat,Punjab,6,Bahawalpur,31,Bahawalpur,,
5/13/2024,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,,
5/13/2024,,Sindh,,Ghotki,184,Ghotki,,
5/13/2024,Wheat,Punjab,115,Vehari,645,Vehari,,
5/13/2024,Wheat,Punjab,95,Sahiwal,530,Sahiwal,,
5/13/2024,Wheat,Sindh,72,Mirpur Khas,249,Jhudo,,
5/13/2024,Wheat,,113,Umarkot,344,Kunri,,
5/13/2024,Wheat,Sindh,72,Mirpur Khas,,Samaro,,
5/13/2024,Wheat,Sindh,111,Thatta,589,Sujawal,,
5/13/2024,Wheat,Sindh,80,Nawabshah,,Bandhi,,
5/13/2024,Wheat,Sindh,80,Nawabshah,124,Daur,,
5/13/2024,,Sindh,72,Mirpur Khas,,Digri,,
5/13/2024,Wheat,Sindh,113,Umarkot,344,Kunri,,
5/13/2024,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,,
5/13/2024,Wheat,Sindh,96,Sanghar,561,,,
5/13/2024,Wheat,Sindh,96,Sanghar,605,Tando Adam Khan,,
5/13/2024,Wheat,Sindh,96,Sanghar,581,Sinjhoro,,
5/13/2024,Wheat,Punjab,95,Sahiwal,91,Chichawatni,,
5/13/2024,Wheat,Punjab,112,Toba Tek Singh,630,,,
5/13/2024,Wheat,,43,Kasur,287,Kasur,,
5/13/2024,Wheat,Punjab,43,Kasur,473,Pattoki,,
5/13/2024,Wheat,Sindh,32,Hyderabad,217,Hyderabad,,
5/13/2024,Wheat,Sindh,41,Karachi,,Karachi,,
5/13/2024,Wheat,Punjab,28,Hafizabad,197,Hafizabad,,
5/13/2024,,Punjab,112,Toba Tek Singh,188,,,
5/13/2024,Wheat,Punjab,99,Sheikhupura,422,Muridke,,
5/13/2024,Wheat,,23,Faisalabad,154,Faisalabad,,
5/13/2024,Wheat,Sindh,32,Hyderabad,217,Hyderabad,,
5/13/2024,Wheat,Punjab,95,Sahiwal,91,Chichawatni,,
5/13/2024,Wheat,Sindh,80,Nawabshah,,Bandhi,,
5/13/2024,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,,
5/14/2019,Wheat,Punjab,,,,Haroonabad,1235,1260
5/14/2019,Wheat,,,,,Rahimyar khan,1270,
5/14/2019,Wheat,Sindh,,,,Hyderabad,1270,1275
5/14/2019,Wheat,Sindh,,,,Karachi,1300,1320
5/14/2019,Wheat,Punjab,,,,Bahawalnagar,1240,1240
5/14/2019,Wheat,Sindh,,,,Badin,1240,1240
5/14/2019,,Sindh,,,,Dadu,1240,1240
5/14/2019,Wheat,Sindh,,,,,1250,1250
5/14/2019,Wheat,,,,,,1240,1240
5/14/2019,Wheat,Sindh,,,,Ghotki,1250,1250
5/14/2019,Wheat,Sindh,,,,Hala,1250,1250
5/14/2019,Wheat,Sindh,,,,Jhuddo,1240,1240
5/14/2019,Wheat,Sindh,,,,Kandhkot,1240,1240
5/14/2019,,Sindh,,,,Kunri,1250,1250
5/14/2019,Wheat,Sindh,,,,Mehrab Pur,1250,1250
5/14/2019,Wheat,,,,,Naushahro Feroze,1250,1250
5/14/2019,Wheat,Sindh,,,,Nawabshah,1250,1250
5/14/2019,,Sindh,,,,Qazi Ahmad,1250,1250
5/14/2019,,Sindh,,,,Samaro,1240,1240
5/14/2019,Wheat,Sindh,,,,Sanghar,1240,
5/14/2019,Wheat,Sindh,,,,Shahdadpur,1240,1240
5/14/2019,Wheat,,,,,,1240,1240
5/14/2019,Wheat,Sindh,,,,,1240,1240
5/14/2019,Wheat,Sindh,,,,Tando Jan Mohammad,1240,1240
5/14/2019,Wheat,Sindh,,,,Umarkot,1240,1240
5/14/2019,Wheat,,,,,,1240,1240
5/14/2019,Wheat,,,,,,1240,1240
5/14/2019,Wheat,Punjab,,,,Bahawalnagar,1240,1240
5/14/2019,Wheat,Punjab,,,,Haroonabad,1235,1260
5/14/2019,Wheat,Sindh,,,,,1240,1240
5/14/2019,,Sindh,,,,Samaro,1240,1240
5/14/2020,Wheat,Punjab,5,Bahawalnagar,150,,1355,1365
5/14/2020,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,1365,1370
5/14/2020,Wheat,Punjab,5,Bahawalnagar,165,,1340,1375
5/14/2020,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,1365,1375
5/14/2020,Wheat,Punjab,5,Bahawalnagar,388,Marot,1365,1375
5/14/2020,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,1375,
5/14/2020,Wheat,Punjab,76,,13,Alipur,1350,1390
5/14/2020,Wheat,,5,Bahawalnagar,30,Bahawalnagar,1380,
5/14/2020,Wheat,Punjab,,Layyah,356,Layyah,1350,1390
5/14/2020,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,1380,1390
5/14/2020,,Punjab,92,Rahim Yar Khan,162,Fazil Pur,1385,1395
5/14/2020,Wheat,Punjab,93,Rajan Pur,511,Rajanpur,1385,1395
5/14/2020,Wheat,Punjab,21,Dera Ghazi Khan,618,Taunsa sharif,1385,1395
5/14/2020,Wheat,Punjab,95,Sahiwal,530,Sahiwal,1390,1415
5/14/2020,Wheat,Punjab,6,Bahawalpur,654,Yazman Mandi,1370,1415
5/14/2020,Wheat,Sindh,24,Ghotki,184,Ghotki,1425,1440
5/14/2020,Wheat,Sindh,45,Khairpur,292,Khairpur,1425,1440
5/14/2020,Wheat,Sindh,79,,399,Mehrabpur,1425,1440
5/14/2020,Wheat,Sindh,80,Nawabshah,440,Nawab Shah,1425,1440
5/14/2020,Wheat,Sindh,,Sukkur,591,Sukkur,1425,1440
5/14/2020,Wheat,Punjab,62,Lodhran,361,Lodhran,1425,1440
5/14/2020,,,4,Badin,26,Badin,1440,1450
5/14/2020,Wheat,Sindh,32,Hyderabad,104,Chuhar Jamali,1440,1450
5/14/2020,,Sindh,4,Badin,189,Golarchi Taluka,1440,1450
5/14/2020,Wheat,Sindh,113,Umarkot,344,Kunri,1425,
5/14/2020,Wheat,,72,Mirpur Khas,410,,1425,1450
5/14/2020,Wheat,Sindh,110,Tharparkar,437,Naukot,1440,
5/14/2020,Wheat,,,Sanghar,540,Sanghar,1425,1450
5/14/2020,,Sindh,96,Sanghar,561,Shahdadpur,1425,1450
5/14/2020,Wheat,Sindh,96,Sanghar,,Tando Adam Khan,1425,1450
5/14/2020,Wheat,Sindh,4,Badin,607,,1440,1450
5/14/2020,Wheat,Sindh,113,Umarkot,639,Umarkot,1425,1450
5/14/2020,Wheat,Punjab,6,Bahawalpur,8,Ahmadpur East,1400,1450
5/14/2020,Wheat,Punjab,46,,401,Mian Channu,1400,
5/14/2020,Wheat,,6,Bahawalpur,31,Bahawalpur,1400,1460
5/14/2020,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,1450,1485
5/14/2020,,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,1475,1500
5/14/2020,Wheat,Punjab,92,Rahim Yar Khan,526,,1470,1536
5/14/2020,Wheat,Sindh,32,Hyderabad,217,Hyderabad,1600,1600
5/14/2020,Wheat,Punjab,46,,401,Mian Channu,1400,
5/14/2020,Wheat,Punjab,62,Lodhran,361,Lodhran,1425,1440
5/14/2022,Wheat,Punjab,5,Bahawalnagar,,Faqirwali,,2165
5/14/2022,Wheat,Punjab,5,Bahawalnagar,93,,2175,2180
5/14/2022,Wheat,Punjab,5,Bahawalnagar,,Bahawalnagar,2185,2185
5/14/2022,Wheat,Punjab,5,Bahawalnagar,165,Fortabbas,,2200
5/14/2022,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2190,2200
5/14/2022,Wheat,Punjab,5,,205,Haroonabad,2220,2225
5/14/2022,Wheat,Punjab,87,,462,Pakpattan,2225,
5/14/2022,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2215,2250
5/14/2022,Wheat,Punjab,87,Pakpattan,19,Arifwala,2225,2250
5/14/2022,Wheat,Punjab,115,,74,Burewala,2240,2250
5/14/2022,Wheat,,46,Khanewal,401,Mian Channu,,2250
5/14/2022,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2225,2250
5/14/2022,Wheat,,5,,150,Dunga Bunga,2250,2260
5/14/2022,Wheat,Punjab,6,Bahawalpur,,Hasilpur,2220,2300
5/14/2022,Wheat,Punjab,6,Bahawalpur,8,Ahmadpur East,2200,2300
5/14/2022,Wheat,Punjab,,Bahawalpur,31,Bahawalpur,2200,2300
5/14/2022,Wheat,Sindh,45,,513,Ranipur,2310,2315
5/14/2022,Wheat,Sindh,,Sukkur,591,Sukkur,2320,2325
5/14/2022,Wheat,Sindh,24,Ghotki,184,,2320,2325
5/14/2022,Wheat,,105,Sukkur,467,Pano Aqil,2320,2325
5/14/2022,Wheat,Punjab,93,Rajan Pur,511,Rajanpur,2320,
5/14/2022,Wheat,,92,Rahim Yar Khan,162,Fazil Pur,2320,2325
5/14/2022,,Punjab,43,,161,Fatehpur,2320,2325
5/14/2022,Wheat,Punjab,61,Layyah,356,Layyah,2320,2325
5/14/2022,Wheat,Punjab,76,Muzaffargarh,13,Alipur,2320,2325
5/14/2022,Wheat,Punjab,76,,238,Jatoi,,2325
5/14/2022,Wheat,Punjab,76,Muzaffargarh,562,,2320,2325
5/14/2022,Wheat,Sindh,96,Sanghar,52,Berani,2330,2335
5/14/2022,Wheat,Sindh,70,,198,Hala,2330,2335
5/14/2022,Wheat,Sindh,113,Umarkot,344,Kunri,2325,2340
5/14/2022,Wheat,,113,Umarkot,639,Umarkot,2325,2340
5/14/2022,Wheat,Sindh,72,,136,Digri,2325,2340
5/14/2022,Wheat,Sindh,72,Mirpur Khas,535,Samaro,,2340
5/14/2022,Wheat,Sindh,,Sanghar,540,Sanghar,2320,
5/14/2022,,Sindh,80,Nawabshah,124,Daur,2320,2340
5/14/2022,Wheat,Sindh,80,Nawabshah,39,Bandhi,2320,2340
5/14/2022,Wheat,,79,,439,Naushahro Feroze,2320,2340
5/14/2022,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,2340,2350
5/14/2022,Wheat,Sindh,4,Badin,26,Badin,,
5/14/2022,Wheat,Sindh,72,,249,Jhudo,2340,2350
5/14/2022,Wheat,Sindh,96,Sanghar,605,Tando Adam Khan,2340,2350
5/14/2022,Wheat,Sindh,96,Sanghar,561,Shahdadpur,,2350
5/14/2022,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2325,2375
5/14/2022,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2400,2434
5/14/2022,Wheat,Punjab,,Rahim Yar Khan,,Khanpur,2380,2450
5/14/2022,Wheat,Sindh,113,Umarkot,344,Kunri,2325,2340
5/14/2022,,Sindh,80,Nawabshah,124,Daur,2320,2340
5/14/2022,Wheat,Sindh,70,,198,Hala,2330,2335
5/14/2024,Wheat,Punjab,46,,401,Mian Channu,,
5/14/2024,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,,
5/14/2024,Wheat,Punjab,112,Toba Tek Singh,266,Kamalia,,
5/14/2024,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,,
5/14/2024,Wheat,Punjab,95,Sahiwal,91,Chichawatni,,
5/14/2024,Wheat,Punjab,102,Sialkot,577,Sialkot,,
5/14/2024,Wheat,Punjab,,Lodhran,361,Lodhran,,
5/14/2024,Wheat,Sindh,105,Sukkur,591,Sukkur,,
5/14/2024,Wheat,Sindh,101,Shikarpur,574,Shikarpur,,
5/14/2024,Wheat,,,Ghotki,,Ghotki,,
5/14/2024,Wheat,Sindh,,Badin,26,,,
5/14/2024,Wheat,Punjab,87,Pakpattan,19,Arifwala,,
5/14/2024,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,,
5/14/2024,Wheat,Sindh,72,Mirpur Khas,249,Jhudo,,
5/14/2024,,Sindh,113,,344,,,
5/14/2024,Wheat,,,,589,Sujawal,,
5/14/2024,Wheat,Sindh,111,Thatta,623,Thatta,,
